DATE,BAR NUMBER,DESCRIPTION
2018-12-11,64,"DT 47 at 60 ma and HOY, but 7 BBLMC and many strong BB, SS2. BB and near MA. Many tails, PS SW for rest of day"
2018-12-11,65,-
2018-12-11,66,-
2018-12-11,67,-
2018-12-11,68,"H1, AIL, but TTR, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR. BL want COD above OOD, but pp too far up. Do not S"
2018-12-11,69,"SBU, but ps W 47 64"
2018-12-11,70,-
2018-12-11,71,"Br ii, W 47 64, AIBLE, but LPS"
2018-12-12,1,"bigGU. COL, PH, test of HOY, PS ID, but small bar, NS"
2018-12-12,2,"weak EB, PP test of 69 H"
2018-12-12,3,-
2018-12-12,4,-
2018-12-12,5,-
2018-12-12,6,"BT 69 H, MDB, PL, AIBRE"
2018-12-12,7,-
2018-12-12,8,"3 cc BRB, COH, AIL"
2018-12-12,9,-
2018-12-12,10,-
2018-12-12,11,"F BO HOY, W 69 1, HH DT 1, PH, but 5 BLB, AIL, SS2"
2018-12-12,12,-
2018-12-12,13,-
2018-12-12,14,SBD
2018-12-12,15,"HL DB at MA, AIL, AIBRE, but BBRB14, ok to wait for BB2"
2018-12-12,16,-
2018-12-12,17,-
2018-12-12,18,-
2018-12-12,19,-
2018-12-12,20,"W 1 11, but doji, 5 BLB, BB"
2018-12-12,21,"H1 but BRB, LP B"
2018-12-12,22,-
2018-12-12,23,"H2, AIL, but TTR, doji, BB2. Ps SA for W 1 11 2es, F BO 18b"
2018-12-12,24,"OD, f BO 18b, W, MMU from L to OOD, ps DD and TRD, so OOD might be MGN all day"
2018-12-12,25,-
2018-12-12,26,"H2 23 at MA, AIL, but doji after 2 BBRB, NS, PS SA and LOM"
2018-12-12,27,"COH, AIL, BTC"
2018-12-12,28,-
2018-12-12,29,"DT but doji, 2 strong BLB, BB"
2018-12-12,30,"H1 but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, ps W above"
2018-12-12,31,-
2018-12-12,32,-
2018-12-12,33,"cc BRB, W 11 22, but tails, MRV, BB around MA"
2018-12-12,34,-
2018-12-12,35,"DB 30 at ma but 4 brb, lom"
2018-12-12,36,-
2018-12-12,37,"LH but doji, just above MA, BB"
2018-12-12,38,"BBRB at MA in BL CH, BC"
2018-12-12,39,-
2018-12-12,40,"BL IB, COB, PB to MA, BTC"
2018-12-12,41,-
2018-12-12,42,-
2018-12-12,43,"W but doji, 4 BLB, CLY MGA, BB"
2018-12-12,44,"H1 but 2 dojis, ps W, ps SA"
2018-12-12,45,-
2018-12-12,46,"W 22 31 2es 43, COH, ok S for test MA and maybe OOD for DD on daily"
2018-12-12,47,-
2018-12-12,48,"OU, COH, but SA for 2LSD after W"
2018-12-12,49,-
2018-12-12,50,-
2018-12-12,51,"c below c of 31 so closed BGU, PP TR so might test 38 HL"
2018-12-12,52,"H2 at MA, AIL, but 3 BRB, closed BGU, BB2, ps SA"
2018-12-12,53,"W but doji, 5 BRB, OOD MGB, PP SA"
2018-12-12,54,-
2018-12-12,55,"OD, AIS, should test OOD"
2018-12-12,56,-
2018-12-12,57,"test OOD, but 3 BRB, SA"
2018-12-12,58,-
2018-12-12,59,"OD, room to LOD, AIS, but tail"
2018-12-12,60,EG more likely than MG since BBR late in trend and at SP of LOD an 60ma
2018-12-12,61,-
2018-12-12,62,"L1, AIS, but tail, SX, at LOD and 60ma, ps more BB"
2018-12-12,63,-
2018-12-12,64,-
2018-12-12,65,"F BO LOD and 60ma, MMD from HOD to OOD so doji DD, MW 61 63, AIBRE, MRV up likely. Should test OOD again"
2018-12-12,66,-
2018-12-12,67,-
2018-12-12,68,-
2018-12-12,69,"DTBF 59 at OOD and MA, but5 BBLMC, OOD MGN, LPS, PP SW around OOD for rest of day, ps LOM"
2018-12-13,1,"Rollover day, but I trade Dec until tomorrow since it has more volume, then switch to March. BRD in middle of Y SX, 2 flat MA, LOM"
2018-12-13,2,-
2018-12-13,3,"BBRB COL, DT LH 75, PH. Should test below LOY since good S SB on daily chart and good context"
2018-12-13,4,-
2018-12-13,5,-
2018-12-13,6,"BR BO and FT, AIS, but BDUC, PS HL MTR after Y LL MTR, not strong STC. H2, HL MTR, BRD so LP B"
2018-12-13,7,"SBU, AIL, but need BO 2 and 74, else still Tri"
2018-12-13,8,-
2018-12-13,9,-
2018-12-13,10,"DT 69, PH, but PP MRV. Might test 6H since LBR Sold there. TR, BOM"
2018-12-13,11,-
2018-12-13,12,-
2018-12-13,13,-
2018-12-13,14,"HL, PB from 7, but 4 BRB, ps AIS, BB2"
2018-12-13,15,"H2 13, bottom of TR, but 6 BRB, LOY MGB, BB2"
2018-12-13,16,"OD, PP will test LOY, but tails so not strong BR"
2018-12-13,17,-
2018-12-13,18,"LL MTR, F BO LOY, 2BR, H3, AIBRE, but 8 BRB, BB2"
2018-12-13,19,-
2018-12-13,20,-
2018-12-13,21,"L2 18, COL, NL of DT so ps MMD, but bottom of TR, NS"
2018-12-13,22,-
2018-12-13,23,-
2018-12-13,24,"MDB 22, DB 17, F BO LOY 2eb, AIBRE, PL, but tail, just below MA, BB2"
2018-12-13,25,-
2018-12-13,26,"DT 20 at ma, but cc BLB after DB, tail, pp BB"
2018-12-13,27,-
2018-12-13,28,"2LT, AIBLE, ok S but PP BRTR"
2018-12-13,29,"CC BBRB, more down, AIS"
2018-12-13,30,-
2018-12-13,31,-
2018-12-13,32,"L1 but BRB. W 79 17 but tail, 4 BBRB, BB2"
2018-12-13,33,-
2018-12-13,34,-
2018-12-13,35,"L2 32, COL, AIBR S, but bottom of BL CH and LBLM at new L"
2018-12-13,36,-
2018-12-13,37,"W 17 31 but small BLB with tail, MRV"
2018-12-13,38,-
2018-12-13,39,"DTBF 33 at MA, COL, AIS"
2018-12-13,40,-
2018-12-13,41,-
2018-12-13,42,-
2018-12-13,43,-
2018-12-13,44,"W 17 36, ET 31 36, COH, good size body, AIBRE, ok B"
2018-12-13,45,-
2018-12-13,46,"L1, but still on W B, stop below 44"
2018-12-13,47,-
2018-12-13,48,"DB HL, still on 44 B, ok B or abov 46 NL of DB"
2018-12-13,49,-
2018-12-13,50,-
2018-12-13,51,"ET 33 38, COL, ET 33 38, ok swing S, but AIL 50, PP BB around MA"
2018-12-13,52,-
2018-12-13,53,"3 BBRB, AIS"
2018-12-13,54,-
2018-12-13,55,-
2018-12-13,56,-
2018-12-13,57,"ET but doji, 6 BRB, LP B"
2018-12-13,58,-
2018-12-13,59,"L1, COH, but bottom of BL CH, PP BB LOD"
2018-12-13,60,"ET 31 36 44, MDB 56, PL, ok swing B"
2018-12-13,61,"L2, but still on 60 B. AIBLE, ok swing S, but PP BB around LOD, like all day"
2018-12-13,62,"H3, Tri, W, ET, still on 600 B, ok B or above 61 top of TTR, but doji, TTR, NS"
2018-12-13,63,-
2018-12-13,64,-
2018-12-13,65,"BO above TTR, AIL, but tail, still LH in BR CH, and every other rally today Fd. Test LOY. Y is S SB on daily, so BR want today C below LOY. Spent all day oscillating above and below LOY"
2018-12-13,66,"F BO, test LOY, but 3 BLB, LP S, PP BB"
2018-12-13,67,-
2018-12-13,68,-
2018-12-13,69,"OU, still AIL, but at LOY MGN and after 2 BBRB"
2018-12-14,1,"March is now the front month. Trade March contract. BigGD so 80% chance of at least one rev. Fri so weekly SP and RS are MGN, like LLW and OOW. Bear bar but big tail, LOM, BB"
2018-12-14,2,"BLB COH, PL, f BO LLW. Lots of TR PA Y so pp will C gap below LOY at some point today"
2018-12-14,3,"COH, CC BLB, AIL, BTC"
2018-12-14,4,"L2 1, but 3 BLB, SS2, BB and below 2"
2018-12-14,5,"H1, 4 BLB, room to LOY, but 2 dojis"
2018-12-14,6,-
2018-12-14,7,"L3 1 4, but 6 BLB, AIL, MRV. Many tails, PP LOM"
2018-12-14,8,-
2018-12-14,9,"H1 but CC BRB just below MA and LOY, LOM, SA"
2018-12-14,10,-
2018-12-14,11,"WW 1 4 6, MDT 6 at MA just below LOY, PH, AIBLE"
2018-12-14,12,"COL, more down, but ps DB 2 soon"
2018-12-14,13,-
2018-12-14,14,-
2018-12-14,15,"L1 but DB, BBLB 14, BB"
2018-12-14,16,"OU, AIL, but tail, still below MA"
2018-12-14,17,-
2018-12-14,18,"DT LH at MA, PH, but big OD, middle of TR, still AIL, ps BB and around 16 L"
2018-12-14,19,"HL, AIL, COH, but just below MA"
2018-12-14,20,"apex of Tri 11 18, COL, at MA, PH, NS"
2018-12-14,21,-
2018-12-14,22,weak B SB so PP new LOD
2018-12-14,23,-
2018-12-14,24,"NW 2 14, 18 21, PL, but tail, GX L not far below"
2018-12-14,25,-
2018-12-14,26,-
2018-12-14,27,"L2, COL, AIS, GX L MGB"
2018-12-14,28,"SBD, STC"
2018-12-14,29,"W 13 24, but BRB, SA, BB2"
2018-12-14,30,-
2018-12-14,31,"W, ioi, AIBLE, test of Oct L, PL, but tail, MRV, BB2"
2018-12-14,32,"MDT 30, Oct L MGB, AIS, but cc BLB, W, far below MA, LOM"
2018-12-14,33,-
2018-12-14,34,"MDB, W 14 24, C near H of bar, PL"
2018-12-14,35,-
2018-12-14,36,-
2018-12-14,37,-
2018-12-14,38,"L2 at MA, COL, but 4 BLB, MRV"
2018-12-14,39,-
2018-12-14,40,"HL but 3 BRB, just below MA, LPB, might need DB 33"
2018-12-14,41,-
2018-12-14,42,"LH DT 37 at MA, AIS, but PP MRV"
2018-12-14,43,-
2018-12-14,44,"BBLB but at MA and in BRT, LPB"
2018-12-14,45,-
2018-12-14,46,-
2018-12-14,47,-
2018-12-14,48,test of MA in BRT
2018-12-14,49,-
2018-12-14,50,"LL MTR, FF COH, test Oct L, PL"
2018-12-14,51,-
2018-12-14,52,-
2018-12-14,53,"L1, MDT at MA, AIS, but still on 50 B, PP BB"
2018-12-14,54,-
2018-12-14,55,"HL DB 50, still on 50 B, but doji, BB2"
2018-12-14,56,-
2018-12-14,57,-
2018-12-14,58,-
2018-12-14,59,"COH, still on 50 B, but BR S at MA all day, so might be STC, not BTC. Still AIS. BL need 1 more strong BLB for AIL and test 45 H and LLW"
2018-12-14,60,"OD at MA, still AIS, but tail, ttr 50, LPS, LOM"
2018-12-14,61,"BBRB, BO, STC"
2018-12-14,62,-
2018-12-14,63,-
2018-12-14,64,"L1, AIS, but doji, ps BB. F BO, but doji, SA"
2018-12-14,65,-
2018-12-14,66,"BBLB COH, EBRT, PL, but need FT since BR STC of BL bar near MA"
2018-12-14,67,"L1 at MA but SBU 66 so 50% chance BB, NS"
2018-12-14,68,"H1 but doji at MA, still might be AIS, BTW"
2018-12-17,1,"GD below 2 day BR CH. 75% chance of BL BO today or tm. AIS, BO below Dec L, but tail"
2018-12-17,2,"cc BBRB, STC, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR"
2018-12-17,3,-
2018-12-17,4,"L1, AIS, but SX, BLB, f BO below 3 day BR CH, BB, DBR"
2018-12-17,5,"SX, MDB, but BRB, BB2"
2018-12-17,6,"SBU, PL"
2018-12-17,7,"L2 4, but BB"
2018-12-17,8,"H1, PP AIL, B above or above 6 COH"
2018-12-17,9,-
2018-12-17,10,"DT 1 at MA, W 4 6, PH, AIBLE, but AIL, NS"
2018-12-17,11,"H1 but cc BRB just below MA, SA"
2018-12-17,12,-
2018-12-17,13,"W, MDT, PH, but 5 BTTR, NS"
2018-12-17,14,"HL, AIL, but cc BRB just below MA"
2018-12-17,15,-
2018-12-17,16,"F BO above W, DT 1, COL, AIBLE, but SBU 15, should C GD and reach top of CH so MGA, ps MG 15, SS2"
2018-12-17,17,"H1, AIL, MGA, but doji, BRB 16"
2018-12-17,18,"BLB, should reach BR TL and COY, ps MM TGA"
2018-12-17,19,-
2018-12-17,20,-
2018-12-17,21,"PW after 15 BO, f BO above BR CH, but doji, SS2. AIBLE 6 – 8t below or below BRB"
2018-12-17,22,"COL, BX, AIBLE, MRV"
2018-12-17,23,-
2018-12-17,24,-
2018-12-17,25,-
2018-12-17,26,"H1 at MA, BT 1, but 5 BRB, SA, BB2"
2018-12-17,27,-
2018-12-17,28,"OO but BLF, not enough bars for BRT so not OS and not HP B at top of TTR"
2018-12-17,29,-
2018-12-17,30,-
2018-12-17,31,-
2018-12-17,32,"LH DT 21, top of UTR in TTRD, AIBLE"
2018-12-17,33,SBD
2018-12-17,34,-
2018-12-17,35,"COL, 6 cc BRB, C below MA, ps AIS, but PS DB 28"
2018-12-17,36,-
2018-12-17,37,"SBD, AIS"
2018-12-17,38,-
2018-12-17,39,-
2018-12-17,40,"L1 but BLB, ps BB and DB 15 BX L. BR want new LOD"
2018-12-17,41,SBD
2018-12-17,42,-
2018-12-17,43,"HL DB 5, PW 33 37, but 13 BBRMC, BB2. AIBRE 6 - 8t above any bar"
2018-12-17,44,-
2018-12-17,45,"L1 but doji and BLB, SX, LPS"
2018-12-17,46,-
2018-12-17,47,"F BO LOD, MDB, PL, but MRV"
2018-12-17,48,"DTBF 44, AIS, AIBR S again or wait for 2LSU to MA. BR want new L of year, but PP too far to reach today"
2018-12-17,49,SBD
2018-12-17,50,-
2018-12-17,51,-
2018-12-17,52,-
2018-12-17,53,"F BO LOD 2eb, 2nd attempt at 2eb 47, ok swing B, but TC, HPW"
2018-12-17,54,"BBRB CLO, AIBRS"
2018-12-17,55,-
2018-12-17,56,-
2018-12-17,57,"PW 43 50, ii, ok Swing B but MRV. BR want new L of year, below 2548.00"
2018-12-17,58,-
2018-12-17,59,"L1, AIS, but BLB, still on ii PW B"
2018-12-17,60,-
2018-12-17,61,-
2018-12-17,62,-
2018-12-17,63,-
2018-12-17,64,L2 at LA
2018-12-17,65,-
2018-12-17,66,-
2018-12-17,67,"EG 65, test of Feb L, MDB, FF 64, AIBRE, ok swing B, Hr P wait for another BLB COH"
2018-12-17,68,-
2018-12-17,69,"OO, but did not COH, weak B. MDT 68, Feb L just 3.75 pts below, but TTR, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR"
2018-12-17,70,-
2018-12-17,71,"STC, MMD TGTB"
2018-12-18,1,"after 5 bear days, today or tm should C above open so bulls will B early selloff. Big GU but doji. Should test BR TL above and MA below, and ps COY and Feb L. BDUC, TRO"
2018-12-18,2,"BRB, f BO above Y BR CH, but tail, MGA"
2018-12-18,3,"H1, MGA, but 3 bar TTR, tail, MRV"
2018-12-18,4,-
2018-12-18,5,-
2018-12-18,6,"F BO CH 2es, test of BR TL, PH, AIBLE, SS2"
2018-12-18,7,"BBRB COL, PH, AIS, but pp TRO, should reach TL by going SA or up"
2018-12-18,8,-
2018-12-18,9,"DB abut doji, AIS, SA, LOM"
2018-12-18,10,-
2018-12-18,11,-
2018-12-18,12,"Tri 3 9 but BBLB, top of 5 bar TTR, LOM"
2018-12-18,13,"DT 6 but cc BLB, LOM"
2018-12-18,14,-
2018-12-18,15,-
2018-12-18,16,"2LT 9 but big SBD, PP SA. AIBRE"
2018-12-18,17,-
2018-12-18,18,"L1, COL, AIS, ok S for MMD to COY"
2018-12-18,19,-
2018-12-18,20,-
2018-12-18,21,-
2018-12-18,22,-
2018-12-18,23,-
2018-12-18,24,"W 8 16, W 1 16, COH, PL, but TC. AIBRE"
2018-12-18,25,"cc BLB, AIL"
2018-12-18,26,-
2018-12-18,27,"DTBF 18, 40% chance of BO below 24 and MMD, but more likely BB and PB from 3 BLB"
2018-12-18,28,"BP, AIL, but top of TR 18, sill on DTBF S 27, BRBR, LOM"
2018-12-18,29,"DTBR 2es but TTR, tail, AIL, PP BB"
2018-12-18,30,-
2018-12-18,31,"H2 28, AIL, ok B, but top of Tri 18 26 so 50% chance F BO"
2018-12-18,32,SBU
2018-12-18,33,-
2018-12-18,34,-
2018-12-18,35,"DT 13 LH MTR, but 4 BLB, MRV"
2018-12-18,36,-
2018-12-18,37,-
2018-12-18,38,-
2018-12-18,39,-
2018-12-18,40,-
2018-12-18,41,"BP B but 5 BRB just below DT, SA"
2018-12-18,42,-
2018-12-18,43,"H2 but 7 bar TTR and no body touching MA, PP SA for 2LD 40"
2018-12-18,44,-
2018-12-18,45,"DT PB 35 with small DT LH, COH, AIBLE, should test at least 40 L"
2018-12-18,46,-
2018-12-18,47,-
2018-12-18,48,"SBD, might test28 BX L"
2018-12-18,49,-
2018-12-18,50,-
2018-12-18,51,"2LT 40, DB 28, COH, but 6 BRB, BB2"
2018-12-18,52,"L1 but BLB, bottom of TRD, OOD MGA, SS2"
2018-12-18,53,-
2018-12-18,54,"F BO LOD, H2 24, bottom of TRD, OOD MGA, AIBRE, but BRB, TCH, BB2"
2018-12-18,55,-
2018-12-18,56,-
2018-12-18,57,"DTFB, ok swing for test Feb L"
2018-12-18,58,-
2018-12-18,59,-
2018-12-18,60,-
2018-12-18,61,-
2018-12-18,62,-
2018-12-18,63,-
2018-12-18,64,-
2018-12-18,65,"ii, but after SX and late in BRT so ps FF"
2018-12-18,66,-
2018-12-18,67,"PW, F BO LOY, PL, but tail, BB2"
2018-12-18,68,-
2018-12-18,69,"F BO LOY, MDB, but tails, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, BB2"
2018-12-24,1,"BLB, F BO Y BR CH and 60 min BR CH, but tail, BB2. BP S but BLB at bottom of CH"
2018-12-24,2,-
2018-12-24,3,"COL, CC BRB, AIS, but bottom of CH, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, btw"
2018-12-24,4,STC
2018-12-24,5,-
2018-12-24,6,"F BO LOY, COH, PL, but 4 BBRB, BB2"
2018-12-24,7,"L1 but SX, PP scalp"
2018-12-24,8,-
2018-12-24,9,"SX, H2, LL DB, PL and BL CH, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR"
2018-12-24,10,"DTBF, 40% chance MMD below 8, AIS, but still on 9 B"
2018-12-24,11,"BP B, PL, but 7 BTTR, weak rev so far, still AIS"
2018-12-24,12,-
2018-12-24,13,-
2018-12-24,14,"SBU, AIL, PP either BLT or BLTR. PP rally to top of CH today or tm"
2018-12-24,15,"f BO HOD, PP PTG, but SBU 14 15, SS2"
2018-12-24,16,-
2018-12-24,17,-
2018-12-24,18,"HL but 3 BRB, doji, SA, MRV"
2018-12-24,19,"OD SBD, but TR more likely than BRT"
2018-12-24,20,"H2 18, but BBRB 19, BB2"
2018-12-24,21,-
2018-12-24,22,-
2018-12-24,23,-
2018-12-24,24,"HL MTR, DB 11, W 18 20, AIL, but doji, TC"
2018-12-24,25,"BP S, PS AIS 19, but bottom half of TRD, BLB, BB. Might enter TTR"
2018-12-24,26,"W 2eb but doji, btw, pS L2 soon"
2018-12-24,27,"L2, but doji, bottom of TTR and just above LOD, PP TRD"
2018-12-24,28,-
2018-12-24,29,"F BO W 24, HL 8, bottom of TRD, COH, AIBRE, but TC, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR"
2018-12-24,30,-
2018-12-24,31,-
2018-12-24,32,"BP S but bottom of BRCHH and at LOD, NS"
2018-12-24,33,"f BO LOD, F BO W 19 24, but tail, TC, BB2"
2018-12-24,34,"f BO LOD, LL MTR, but doji, TBRCH, many Fd B signals 18, 20 24 29 33, BB2"
2018-12-24,35,-
2018-12-24,36,-
2018-12-24,37,-
2018-12-24,38,"BP S, monthly BL TL is strong MGB around 2350, might get BO and SV down to TL, but bottom of CH at LOD, LBLM"
2018-12-24,39,-
2018-12-24,40,-
2018-12-24,41,-
2018-12-24,42,-
2018-12-24,43,"fell below monthly BL TL, ps EG 42, but SBD. Might get 1 – 2 week BR rally starting this week"
2018-12-26,1,"daily chart has 10 cc BRB so PP BLB on daily today, which means C above open. GU, above BR TL, but tail, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR"
2018-12-26,2,-
2018-12-26,3,"F BO BL TL, PH, but PP HL and 2LU after Y SX"
2018-12-26,4,-
2018-12-26,5,f BO 2es
2018-12-26,6,"cc BBRB, AIS, but PP HL"
2018-12-26,7,-
2018-12-26,8,"H2 1, HL MTR, PL, AIBRE, but 7 BBRMC, BB2"
2018-12-26,9,"big OD, AIS, STC but PP buyers not far below"
2018-12-26,10,-
2018-12-26,11,"2 bar OU above 9 OD, so variant of OO B"
2018-12-26,12,"DTBF 9, COL, still AIS, AIBLE"
2018-12-26,13,-
2018-12-26,14,-
2018-12-26,15,"BP B but 4 BRB, AIS, SA"
2018-12-26,16,-
2018-12-26,17,-
2018-12-26,18,"LL DB 10, HL MTR, BL ioi, PL, but tail BBRB 17"
2018-12-26,19,"SBU, but at MA, AIS, LBR will S MA and STC. Odds favor RVU so might get BO above 17 21 MDT. OOD MGA"
2018-12-26,20,-
2018-12-26,21,-
2018-12-26,22,-
2018-12-26,23,"H1, but now AIL, MMTA"
2018-12-26,24,-
2018-12-26,25,"H1 but another BRB, PS PW 22 24"
2018-12-26,26,-
2018-12-26,27,-
2018-12-26,28,-
2018-12-26,29,"H1, ii, COH so BTC, HOD and OOW and BR TL MGA"
2018-12-26,30,-
2018-12-26,31,-
2018-12-26,32,-
2018-12-26,33,-
2018-12-26,34,"f BO BR TL and OOW, BBRB, AIBLE, but TC, MRV"
2018-12-26,35,-
2018-12-26,36,2es but LP S since TC
2018-12-26,37,"H2, AIL, but TTR at RS and far above MA, ps FF"
2018-12-26,38,-
2018-12-26,39,-
2018-12-26,40,-
2018-12-26,41,-
2018-12-26,42,-
2018-12-26,43,"W 2 33, FF 37, COL, AIBLE, should test MA and 37 L soon or after 1 more new H"
2018-12-26,44,-
2018-12-26,45,-
2018-12-26,46,-
2018-12-26,47,"20 GBB, H2 44, DB 37 L, but 4 BRB, BB2. TR since 33, in B zone, but ps LOM"
2018-12-26,48,-
2018-12-26,49,-
2018-12-26,50,"4 cc BLB, back to AIL, but top of TR. Might get 1 more new H tp 60ma, then bigger W top and ET"
2018-12-26,51,-
2018-12-26,52,-
2018-12-26,53,-
2018-12-26,54,-
2018-12-26,55,"W 2 42, ET 33 42, COL, AIBLE, but 8 cc BLB, SS2"
2018-12-26,56,"H1 but CC BRB, SAA"
2018-12-26,57,-
2018-12-26,58,-
2018-12-26,59,-
2018-12-26,60,"H2 56 at MA, MDB, AIL"
2018-12-26,61,-
2018-12-26,62,"LH but doji, AIL, SS2"
2018-12-26,63,-
2018-12-26,64,-
2018-12-26,65,"BP B at MA, 60ma TGTA, COH, but TTR 54"
2018-12-26,66,BO
2018-12-26,67,-
2018-12-26,68,-
2018-12-26,69,-
2018-12-26,70,-
2018-12-26,71,"COH, still in BL MC. BL exit below BRB or 2 pts below BLB"
2018-12-27,1,"H1, but BUDC, btw"
2018-12-27,2,-
2018-12-27,3,"L1 S, PH, but TR likely, SS2"
2018-12-27,4,"cc BBRB, AIS, but TR likely, SS2"
2018-12-27,5,-
2018-12-27,6,"H2, PL, but 3 BRB, TRO, BB2"
2018-12-27,7,-
2018-12-27,8,-
2018-12-27,9,"W 1 6 but small BLB after BBRB, BB2. OOW and Y BX L MGB"
2018-12-27,10,"OD, AIS, MGB, but bottom of BR CH, and looks like BRTR, LP S, ps BB and LOM"
2018-12-27,11,-
2018-12-27,12,"W 6 11, but tail, BB2"
2018-12-27,13,"big OU, PL, but just below MA, BB2"
2018-12-27,14,"LH at MA in BRC, but doji, strong 13, BB"
2018-12-27,15,"OU, AIL, but ps DT 7 and more TR"
2018-12-27,16,-
2018-12-27,17,"DTBF 7, but middle of TR"
2018-12-27,18,-
2018-12-27,19,-
2018-12-27,20,-
2018-12-27,21,"HL MTR, but doji, 4 BRB, middle of TTR"
2018-12-27,22,-
2018-12-27,23,-
2018-12-27,24,-
2018-12-27,25,"F BO, top of TRD, AIBLE"
2018-12-27,26,"BRB, but tail"
2018-12-27,27,"BBRB, but middle of TRD so PP BTC instead of STC"
2018-12-27,28,"H1 but BDR and BBRB 27, BB2"
2018-12-27,29,-
2018-12-27,30,-
2018-12-27,31,-
2018-12-27,32,"H2 28, AIL, but tail, C below MA"
2018-12-27,33,-
2018-12-27,34,-
2018-12-27,35,-
2018-12-27,36,"SBD, BO Below DB 28 32, AIS"
2018-12-27,37,"F BO but doji, 2LSD likely, PP SA, BB2"
2018-12-27,38,"L1 but 2 BLD at bottom of TRD, LP S"
2018-12-27,39,-
2018-12-27,40,-
2018-12-27,41,-
2018-12-27,42,-
2018-12-27,43,-
2018-12-27,44,-
2018-12-27,45,-
2018-12-27,46,"WBF below MA, OOW MGB, but TRD"
2018-12-27,47,-
2018-12-27,48,-
2018-12-27,49,-
2018-12-27,50,-
2018-12-27,51,-
2018-12-27,52,SBD
2018-12-27,53,-
2018-12-27,54,L1 but BLB. F BO but 2LD likely so BB2
2018-12-27,55,-
2018-12-27,56,"oo BRF but just above OOW SP, lots of TR PA, NS"
2018-12-27,57,-
2018-12-27,58,-
2018-12-27,59,-
2018-12-27,60,"F BO OOW, FF 56 TTR, PL, AIBRE"
2018-12-27,61,-
2018-12-27,62,-
2018-12-27,63,"SBU, AIL"
2018-12-27,64,H1 but BRB just below 60ma
2018-12-27,65,-
2018-12-27,66,"H1, BLB, but 3LU, at 60ma, middle of TRD, btw"
2018-12-27,67,-
2018-12-27,68,"H2 66, but tail, just below 60ma,, na"
2018-12-27,69,"SBU, ps MG for new HOD"
2018-12-27,70,"H1, but BRB, just below HOD, PS SA and above HOD, but strong rally, SS2"
2018-12-27,71,SBU
2018-12-28,1,"PW 75 80, PH, test of 2500 and Friday’s SX H, top of 60m BR CH, but TC so might go SW"
2018-12-28,2,"H1, AIL, but CC BRB, far above MA, PW, 2500 BRN, BB2, ps SA and 2LSD"
2018-12-28,3,-
2018-12-28,4,"F BO HOY 2es, PH"
2018-12-28,5,-
2018-12-28,6,"H1 but doji, still on 4 S, far above MA, pp AIS and SA"
2018-12-28,7,-
2018-12-28,8,-
2018-12-28,9,-
2018-12-28,10,"H2 but TTR, far above MA, ps LOM"
2018-12-28,11,"OD, F H2, AIS, but weak FT, MA just below, LOM"
2018-12-28,12,"cc BRB, ps MG. 20 GB B but BB2 since TC"
2018-12-28,13,-
2018-12-28,14,-
2018-12-28,15,"20GB, H3 5 9, DB HL 77, AIBRE, but TC, BB2, ps LOM"
2018-12-28,16,-
2018-12-28,17,"LH but cc BLB above MA, MRV"
2018-12-28,18,-
2018-12-28,19,-
2018-12-28,20,-
2018-12-28,21,"DTBF 17, but TTR, LOM"
2018-12-28,22,-
2018-12-28,23,-
2018-12-28,24,"H1 at MA in TBLCH, but mostly TTR, LOM"
2018-12-28,25,-
2018-12-28,26,-
2018-12-28,27,"W LH MTR, test HOY, but TC, good BLB 24 26, PP AIL, SS2, mostly LOM"
2018-12-28,28,-
2018-12-28,29,H1 but top of weak BL CH and top of TRD
2018-12-28,30,-
2018-12-28,31,-
2018-12-28,32,-
2018-12-28,33,"W 17 22 26 LH MTR, test 4 S SB and HOY, but SPBL, LOM, SS2"
2018-12-28,34,-
2018-12-28,35,-
2018-12-28,36,-
2018-12-28,37,-
2018-12-28,38,-
2018-12-28,39,"DT LH MTR, PH, but doji, just above MA, SS2"
2018-12-28,40,"BRB, but tail, SS2"
2018-12-28,41,-
2018-12-28,42,-
2018-12-28,43,-
2018-12-28,44,"DB 34, MDB, COH, ok B but PP scalp and more TTR"
2018-12-28,45,-
2018-12-28,46,"DT PB, but TTR, good BLB 44, PS PB from 44 45, btw"
2018-12-28,47,SBD
2018-12-28,48,"BP S, but BL IB, middle of TRD, NS, PS more BB"
2018-12-28,49,-
2018-12-28,50,"DB 23, WBLF 34 44, 2LD 47, MDB 48, AIBRE"
2018-12-28,51,-
2018-12-28,52,"SBU, but PS EBLT"
2018-12-28,53,-
2018-12-28,54,"H1, odds favor BO above DT 32 39, but tail so ps more SD 1st"
2018-12-28,55,"BO, BTC"
2018-12-28,56,-
2018-12-28,57,-
